expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,animate,person,properNoun,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,wh_np_verb,responsive,passive,strict_intrans,strict_trans,causative,spray_load,inchoative,agentive,event,adjs,restrictor_DE,scope_DE,NPI,agent,occupation,clothing,appearance,physical,conceptual,artifact,start_with_vowel,frontable,gender,irrpl,special_en_form,irr_verb,irr_past,document,negated,locale,institution,arg_clause,homophonous,pluralform,singularform,sgequalspl,topic,image,v_embed_sc,change_of_state,initial_state,change_arg,vehicle,vegetable,food,light,liquid,animal,openable,climbable,cleanable,buildable,drinkable,singable,boat,money,interior,quantifier,antonym,locative_prepositions,synonym_hypernym_hyponym,OOV_inductive_biases,over,base_ed,past_ed,is_in_cds
come,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,animate=1;animal=1,,,come_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,leave_S\NP,,arrive_S\NP,,0,0,0,1
come,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;animal=1^sg=0,,,come_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,leave_S\NP,,arrive_S\NP,,0,0,0,1
comes,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;animal=1^sg=1,,,come_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,leave_S\NP,,arrive_S\NP,,0,0,0,1
came,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,animate=1;animal=1,,,come_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,leave_S\NP,,arrive_S\NP,,0,0,0,1
come,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,animate=1;animal=1,,,come_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,leave_S\NP,,arrive_S\NP,,0,0,0,1
coming,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,animate=1;animal=1,,,come_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,leave_S\NP,,arrive_S\NP,,0,0,0,1
arrive,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,animate=1;animal=1,,,arrive_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,depart_S\NP,,come_S\NP,,0,0,0,1
arrive,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;animal=1^sg=0,,,arrive_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,depart_S\NP,,come_S\NP,,0,0,0,1
arrives,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;animal=1^sg=1,,,arrive_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,depart_S\NP,,come_S\NP,,0,0,0,1
arrived,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,animate=1;animal=1,,,arrive_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,depart_S\NP,,come_S\NP,,0,0,0,1
arrived,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,animate=1;animal=1,,,arrive_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,depart_S\NP,,come_S\NP,,0,0,0,1
arriving,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,animate=1;animal=1,,,arrive_S\NP,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=not here,1,,,,,,,,,,,,,,,,,depart_S\NP,,come_S\NP,,0,0,0,1
depart,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,animate=1,,,depart_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=here,1,,,,,,,,,,,,,,,,,arrive_S\NP,,leave_S\NP,,0,0,0,0
depart,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^animate=1,,,depart_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=here,1,,,,,,,,,,,,,,,,,arrive_S\NP,,leave_S\NP,,0,0,0,0
departs,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^animate=1,,,depart_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=here,1,,,,,,,,,,,,,,,,,arrive_S\NP,,leave_S\NP,,0,0,0,1
departed,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,animate=1,,,depart_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=here,1,,,,,,,,,,,,,,,,,arrive_S\NP,,leave_S\NP,,0,0,0,0
departed,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,animate=1,,,depart_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=here,1,,,,,,,,,,,,,,,,,arrive_S\NP,,leave_S\NP,,0,0,0,0
departing,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,animate=1,,,depart_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=here,1,,,,,,,,,,,,,,,,,arrive_S\NP,,leave_S\NP,,0,0,0,0
here,PP,,,,1,1,,,,,,,,,,,,,,physical=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shut,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,openable=1,,,shut_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shut,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^openable=1,,,shut_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shuts,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^openable=1,,,shut_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shut,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,openable=1,,,shut_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shut,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,openable=1,,,shut_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shutting,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,openable=1,,,shut_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
close,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,openable=1,,,close_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,open_S\NP,,shut_S\NP,,0,0,0,1
close,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^openable=1,,,close_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,open_S\NP,,shut_S\NP,,0,0,0,1
closes,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^openable=1,,,close_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,open_S\NP,,shut_S\NP,,0,0,0,1
closed,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,openable=1,,,close_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,open_S\NP,,shut_S\NP,,0,0,0,1
closed,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,openable=1,,,close_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,open_S\NP,,shut_S\NP,,0,0,0,1
closing,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,openable=1,,,close_S\NP,,,,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=open;expression=ajar,1,,,,,,,,,,,,,,,,,open_S\NP,,shut_S\NP,,0,0,0,1
open,N/N,,,,1,1,,,,,,,,,,,,,,openable=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
ajar,N/N,,,,1,1,,,,,,,,,,,,,,openable=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
open,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,openable=1,,,open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=closed,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
open,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^openable=1,,,open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=closed,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
opens,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^openable=1,,,open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=closed,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
opened,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,openable=1,,,open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=closed,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
opened,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,openable=1,,,open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=closed,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
opening,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,openable=1,,,open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,expression=closed,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1
fling open,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,openable=1^physical=1,,,fling open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
fling open,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^openable=1^physical=1,,,fling open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
flings open,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^openable=1^physical=1,,,fling open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
flung open,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,openable=1^physical=1,,,fling open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
flung open,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,openable=1^physical=1,,,fling open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
flinging open,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,openable=1^physical=1,,,fling open_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shatter,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,artifact=1,,,shatter_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shatter,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^artifact=1,,,shatter_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shatters,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^artifact=1,,,shatter_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
shattered,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,artifact=1,,,shatter_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shattered,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,artifact=1,,,shatter_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shattering,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,artifact=1,,,shatter_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
crack,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,artifact=1,,,crack_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crack,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^artifact=1,,,crack_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cracks,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^artifact=1,,,crack_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cracked,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,artifact=1,,,crack_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cracked,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,artifact=1,,,crack_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
cracking,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,artifact=1,,,crack_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
chip,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,artifact=1,,,chip_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
chip,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^artifact=1,,,chip_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
chips,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^artifact=1,,,chip_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
chipped,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,artifact=1,,,chip_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
chipped,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,artifact=1,,,chip_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
chipping,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,artifact=1,,,chip_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
drop,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,artifact=1,,,drop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
drop,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^artifact=1,,,drop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
drops,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^artifact=1,,,drop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
dropped,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,artifact=1,,,drop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
dropped,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,artifact=1,,,drop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
dropping,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,artifact=1,,,drop_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
tip over,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,artifact=1,,,tip over_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
tip over,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^artifact=1,,,tip over_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
tips over,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^artifact=1,,,tip over_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
tipped over,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,artifact=1,,,tip over_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
tipped over,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,artifact=1,,,tip over_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
tipping over,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,artifact=1,,,tip over_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
roll,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1,,,roll_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
roll,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1,,,roll_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
rolls,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1,,,roll_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
rolled,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1,,,roll_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
rolled,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1,,,roll_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
rolling,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1,,,roll_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
move,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1;agent=1,,,move_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
move,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1;sg=0^agent=1,,,move_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
moves,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1;sg=1^agent=1,,,move_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
moved,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1;agent=1,,,move_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
moved,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1;agent=1,,,move_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
moving,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1;agent=1,,,move_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
maneuver,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1,,,maneuver_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
maneuver,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1,,,maneuver_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
maneuvers,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1,,,maneuver_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
maneuvered,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1,,,maneuver_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
maneuvered,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1,,,maneuver_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
maneuvering,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1,,,maneuver_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
steer,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1,,,steer_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
steer,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,0,sg=0^vehicle=1,,,steer_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
steers,S\NP,IV,1,,,1,,,,,,,1,0,1,0,0,0,1,sg=1^vehicle=1,,,steer_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
steered,S\NP,IV,1,,,1,,,,,,,1,0,0,1,0,0,0,vehicle=1,,,steer_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
steered,S\NP,IV,1,,,1,,,,,,,0,0,0,0,0,1,0,vehicle=1,,,steer_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
steering,S\NP,IV,1,,,1,,,,,,,0,0,0,0,1,0,0,vehicle=1,,,steer_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
crash,S\NP,IV,1,,,1,,,,,,,0,1,0,0,0,0,0,vehicle=1,,,crash_S\NP,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
